TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0048856", "anatomical structure development", 2.17503469918576, null, null, 5.72015847617758, -17, 0.921699037608476, 0.90602084, 7275, True
"GO:0008152", "metabolic process", 62.693911296527, 5.815995058182, -3.91906089155881, 7.17991685292328, -152.886056647693, 1, 0, null, False
"GO:0009987", "cellular process", 78.0376878191047, 5.17916193890376, -3.34825478525497, 7.27499587537634, -169.468521082958, 1, 0, null, False
"GO:0010035", "response to inorganic substance", 0.296559860870165, 2.68925991371476, -5.83427620865501, 4.85480989545303, -110.508638306166, 0.903748518989315, 0, null, False
"GO:0032501", "multicellular organismal process", 2.57723950504473, 4.44317061426717, -0.103001220111134, 5.79384693704245, -19.2218487496164, 1, 0, null, False
"GO:0032502", "developmental process", 2.44877110899932, 3.80054429936478, 0.53964022331225, 5.77164038663105, -21.6777807052661, 1, 0, null, False
"GO:0040007", "growth", 0.115488568098359, 2.87298567377953, -0.981416523722602, 4.44524603508062, -9.39794000867204, 1, 0, null, False
"GO:0043473", "pigmentation", 0.0284122757934619, 3.33321776758035, -0.0377057970187392, 3.83626080285849, -3.55284196865778, 1, 0, null, False
"GO:0044248", "cellular catabolic process", 4.28902733486307, -1.57630592074384, -4.78735838453271, 6.01505069272942, -151.552841968658, 0.861240046953022, 0, null, False
"GO:0019439", "aromatic compound catabolic process", 1.31875134800878, null, null, 5.50285574006316, -2.11350927482752, 0.829556263601408, 0.70310031, 44248, True
"GO:0016052", "carbohydrate catabolic process", 1.41233619751279, null, null, 5.53263082310543, -106.075720713938, 0.841234213913651, 0.70960648, 44248, True
"GO:0044265", "cellular macromolecule catabolic process", 1.63361057052662, null, null, 5.59584109544805, -126.795880017344, 0.840039388047439, 0.72382574, 44248, True
"GO:0044282", "small molecule catabolic process", 1.72299033692617, null, null, 5.618975345187, -114.920818753952, 0.802857408631947, 0.72917332, 44248, True
"GO:0009057", "macromolecule catabolic process", 2.31366158170617, null, null, 5.74699207198808, -130.10790539731, 0.862885247414095, 0.76025423, 44248, True
"GO:0051603", "proteolysis involved in cellular protein catabolic process", 0.91906959201248, null, null, 5.34604181425779, -53.602059991328, 0.812633524137766, 0.83580715, 44248, True
"GO:0043632", "modification-dependent macromolecule catabolic process", 0.77262084062387, null, null, 5.27066020649122, -32.2218487496164, 0.849880898087336, 0.84733413, 44248, True
"GO:0030163", "protein catabolic process", 1.08308026190335, null, null, 5.41735376167376, -58.5850266520292, 0.828560363884059, 0.85169208, 44248, True
"GO:0043161", "proteasome-mediated ubiquitin-dependent protein catabolic process", 0.308735958647503, null, null, 4.87228450185099, -15.3098039199715, 0.829354823733095, 0.88585387, 44248, True
"GO:0010498", "proteasomal protein catabolic process", 0.365481794393062, null, null, 4.94556213055706, -38.537602002101, 0.827096481466422, 0.90036374, 44248, True
"GO:0044257", "cellular protein catabolic process", 0.927119322526725, null, null, 5.34982903232588, -57, 0.814538845891771, 0.9554223, 44248, True
"GO:0006511", "ubiquitin-dependent protein catabolic process", 0.722292417419004, null, null, 5.24140700584604, -32.2076083105017, 0.816488145108463, 0.96412011, 44248, True
"GO:0019941", "modification-dependent protein catabolic process", 0.762064632003027, null, null, 5.26468562631018, -32.2218487496164, 0.815615153265057, 0.98406685, 44248, True
"GO:0050896", "response to stimulus", 13.7208133053304, 1.22629634285104, -0.0167309411716964, 6.52007144533357, -116.958607314842, 1, 0, null, False
"GO:0051179", "localization", 18.7941114253392, 1.91723226771882, 0.563041415332494, 6.65671335221036, -57.0705810742857, 1, 0, null, False
"GO:0065007", "biological regulation", 23.3881336449155, 0.930905984978941, 0.637304383525134, 6.75168710288703, -12.0705810742857, 1, 0, null, False
"GO:0065008", "regulation of biological quality", 2.86632550392432, 2.16270532062781, 5.15466538673044, 5.84001759480158, -27.6777807052661, 0.94226435692314, 0, null, False
"GO:0010118", "stomatal movement", 0.00241119050915643, 4.77890425491937, -2.38413546467814, 2.76566855475901, -0.552841968657781, 0.992135708348989, 0.00790337, null, False
"GO:0071669", "plant-type cell wall organization or biogenesis", 0.0554946681617705, 0.0237218198094494, 7.50309338372347, 4.12697513886783, -4.60205999132796, 0.982510102957681, 0.01023165, null, False
"GO:0071555", "cell wall organization", 0.895525269566542, null, null, 5.33477131339066, -3.79588001734407, 0.919768009892099, 0.70620275, 71669, True
"GO:0042546", "cell wall biogenesis", 0.852637564840103, null, null, 5.31345803188855, -0.397940008672038, 0.91941803876113, 0.90972153, 71669, True
"GO:0042026", "protein refolding", 0.0954698867577334, 3.59108603286504, -1.36433743094944, 4.36257671246054, -1.76955107862173, 0.989863591421515, 0.01078107, null, False
"GO:0012501", "programmed cell death", 0.257106652590617, 4.87264791401663, -2.89380138288074, 4.79281177124815, -1.88605664769316, 0.985625846856996, 0.01195314, null, False
"GO:0009626", "plant-type hypersensitive response", 0.00484723865242788, null, null, 3.06855689507236, -1.52287874528034, 0.906506327368724, 0.74450638, 12501, True
"GO:0034050", "programmed cell death induced by symbiont", 0.00503781384730966, null, null, 3.08529057823006, -1.67778070526608, 0.909590300518879, 0.86302597, 12501, True
"GO:0008219", "cell death", 0.264845662678425, 5.44497730468114, -4.40503561968217, 4.80569111765847, -2.07058107428571, 0.988971666109292, 0.01199217, null, False
"GO:0007017", "microtubule-based process", 0.722478849674866, 5.37907715498286, -5.40729792338314, 5.24151908730546, -1.09691001300806, 0.987919646253519, 0.01348172, null, False
"GO:0022402", "cell cycle process", 0.84582243015357, 4.11961318119134, -1.95435214498156, 5.30997278426196, -1.18708664335714, 0.985995845515723, 0.01374997, null, False
"GO:0000278", "mitotic cell cycle", 0.382384985591272, null, null, 4.96519699575143, -0.795880017344075, 0.986869435569659, 0.77211764, 22402, True
"GO:0006457", "protein folding", 0.912809611154515, 5.84778604402623, -4.67260316608281, 5.3430736344518, -16.7447274948967, 0.987643693804796, 0.01388355, null, False
"GO:0071554", "cell wall organization or biogenesis", 1.26826549312119, 0.608518330084712, 1.92327759141746, 5.48590305416237, -2.72124639904717, 0.987232474264799, 0.01449101, null, False
"GO:0051301", "cell division", 1.41164432669659, 2.75309048623583, 1.11126438608657, 5.53241802078652, -0.387216143280265, 0.987092282788986, 0.01470047, null, False
"GO:0007049", "cell cycle", 1.72238546782937, 6.55707760843331, -3.04391920251743, 5.61882285634581, -0.853871964321762, 0.986823091057343, 0.01510609, null, False
"GO:0046907", "intracellular transport", 1.89749921429162, 5.82482033981703, 2.3246216264295, 5.66087401209106, -56.0222763947111, 0.909690494179915, 0.0153117, null, False
"GO:0051640", "organelle localization", 0.217438011482073, null, null, 4.72003520153859, -2.82390874094432, 0.927753436057448, 0.71876437, 46907, True
"GO:0006839", "mitochondrial transport", 0.136402124267124, null, null, 4.51752578363382, -6.01772876696043, 0.928001353993162, 0.72155734, 46907, True
"GO:0016197", "endosomal transport", 0.160841321541203, null, null, 4.58910027830723, -0.853871964321762, 0.925924628688911, 0.73299516, 46907, True
"GO:0006888", "endoplasmic reticulum to Golgi vesicle-mediated transport", 0.161678195223075, null, null, 4.59135404021409, -12.0315170514461, 0.925894000120012, 0.73336121, 46907, True
"GO:0007034", "vacuolar transport", 0.17870981753088, null, null, 4.63484993843111, -6.04095860767891, 0.92643689799433, 0.74049797, 46907, True
"GO:0006913", "nucleocytoplasmic transport", 0.32216322400863, null, null, 4.89077300678336, -13.8860566476932, 0.919572007237911, 0.78547315, 46907, True
"GO:0051169", "nuclear transport", 0.322167366947649, null, null, 4.89077859159477, -13.8860566476932, 0.922772910957635, 0.78547419, 46907, True
"GO:0033365", "protein localization to organelle", 0.626905389441654, null, null, 5.17989633262071, -13.6382721639824, 0.911194023552785, 0.80298551, 46907, True
"GO:0006605", "protein targeting", 0.562217539596347, null, null, 5.13259904964416, -24.7447274948967, 0.905395183188229, 0.83329638, 46907, True
"GO:0070727", "cellular macromolecule localization", 1.56858714262076, null, null, 5.5782012570521, -34.8239087409443, 0.905799431940478, 0.893685, 46907, True
"GO:0006606", "protein import into nucleus", 0.0970400606459985, null, null, 4.3696610593783, -7.4089353929735, 0.913021063102308, 0.90241689, 46907, True
"GO:0051170", "import into nucleus", 0.103523760210998, null, null, 4.39774887704796, -7.27572413039921, 0.926529837330374, 0.90704507, 46907, True
"GO:0006886", "intracellular protein transport", 1.2333860895188, null, null, 5.47379196394218, -35.0177287669604, 0.898907191918988, 0.9116049, 46907, True
"GO:0051649", "establishment of localization in cell", 2.04442026072841, null, null, 5.69326251548493, -56.698970004336, 0.910695988207255, 0.92382902, 46907, True
"GO:0051168", "nuclear export", 0.153910184562133, null, null, 4.56997050823487, -3.06550154875643, 0.924241238952766, 0.93649427, 46907, True
"GO:0034613", "cellular protein localization", 1.56105942242293, null, null, 5.57611204670552, -34.5228787452803, 0.903249680952461, 0.95610021, 46907, True
"GO:0006996", "organelle organization", 4.10954278773561, -2.76889551691413, 6.44904221559115, 5.99648540354835, -66.2924298239021, 0.912985536828546, 0.01717774, null, False
"GO:0044085", "cellular component biogenesis", 4.96569770780298, null, null, 6.07867209934627, -52.8860566476932, 0.917135387783184, 0.70542156, 6996, True
"GO:0022607", "cellular component assembly", 2.62420386176603, null, null, 5.80168971503071, -40.2839966563652, 0.911574774808744, 0.7090399, 6996, True
"GO:0042254", "ribosome biogenesis", 1.70477383405889, null, null, 5.61435928548367, -30.4436974992327, 0.916394016353472, 0.74000708, 6996, True
"GO:0022613", "ribonucleoprotein complex biogenesis", 1.9202315206898, null, null, 5.66604599050765, -30.5086383061657, 0.91842360246737, 0.75160583, 6996, True
"GO:0042274", "ribosomal small subunit biogenesis", 0.243741531314777, null, null, 4.76962837616023, -2.36653154442041, 0.929186369270557, 0.76855863, 6996, True
"GO:0016043", "cellular component organization", 7.32658050844965, null, null, 6.24759303094499, -78.0315170514461, 0.913536128547431, 0.77804488, 6996, True
"GO:0006364", "rRNA processing", 1.21548030707795, null, null, 5.46744086631249, -19.2076083105017, 0.781989291020862, 0.91415438, 6996, True
"GO:0009812", "flavonoid metabolic process", 0.0126069634353317, 5.43504798084624, -4.86173464221372, 3.48344464809854, -0.823908740944319, 0.965991428124501, 0.02872483, null, False
"GO:0016137", "glycoside metabolic process", 0.0562569689412976, -3.03369444984448, -7.48625424728828, 4.13289976994448, -13.0757207139381, 0.924834833864768, 0.03276572, null, False
"GO:0009116", "nucleoside metabolic process", 0.759533296262315, null, null, 5.26324064514753, -4.61978875828839, 0.761037282418309, 0.77026717, 16137, True
"GO:0046128", "purine ribonucleoside metabolic process", 0.1261524931337, null, null, 4.48360155927926, -1.53760200210104, 0.789373851370367, 0.82409692, 16137, True
"GO:0042278", "purine nucleoside metabolic process", 0.136344123120856, null, null, 4.51734107852299, -1.45593195564972, 0.788376650212875, 0.82967496, 16137, True
"GO:0009119", "ribonucleoside metabolic process", 0.314627217932761, null, null, 4.88049346786538, -2.85387196432176, 0.778191966633041, 0.89486904, 16137, True
"GO:0015977", "carbon fixation", 0.0488079645848315, 5.25261985015363, -0.35819513784527, 4.07121901839997, -5.04095860767891, 0.962514167111795, 0.03468332, null, False
"GO:0006739", "NADP metabolic process", 0.274266706008016, 6.08005963454611, -3.33682486971855, 4.82087110992072, -24.3665315444204, 0.969415371231842, 0.03850256, null, False
"GO:0019748", "secondary metabolic process", 0.343051922543281, 1.82469304753973, -1.1435350474436, 4.91805656150527, -46.5528419686578, 0.968792397736006, 0.03947898, null, False
"GO:0046148", "pigment biosynthetic process", 0.621909004984536, 2.6053956325068, 0.184106096653222, 5.17642119750119, -11.301029995664, 0.960304181069423, 0.04233302, null, False
"GO:0015995", "chlorophyll biosynthetic process", 0.0489446815724641, null, null, 4.07243372596839, -9.48148606012211, 0.853726699751623, 0.78586382, 46148, True
"GO:0042440", "pigment metabolic process", 0.657679140476042, 3.89166086415971, -0.660970673570348, 5.200708262503, -10.0177287669604, 0.966819271052294, 0.04262267, null, False
"GO:0070085", "glycosylation", 0.657973289146403, 1.78396753894671, 1.25478691898531, 5.20090245716888, -3.29242982390206, 0.966817825154047, 0.042625, null, False
"GO:0006066", "alcohol metabolic process", 0.838062705370666, -6.65786545412793, -4.20376016391873, 5.30597012059405, -137.638272163982, 0.83807160245204, 0.04392525, null, False
"GO:0046164", "alcohol catabolic process", 0.22682591129951, null, null, 4.73839205575902, -103.356547323514, 0.808542001601061, 0.8003998, 6066, True
"GO:0046165", "alcohol biosynthetic process", 0.387915809181863, null, null, 4.97143357663525, -58.6382721639824, 0.817958909723371, 0.84196165, 6066, True
"GO:0046034", "ATP metabolic process", 1.3695437803838, 2.10651816864001, -0.526533525722945, 5.51926869285137, -6.15490195998574, 0.964253532970341, 0.04682498, null, False
"GO:0009853", "photorespiration", 0.0101916299871561, 5.27387027302261, -3.87943347314667, 3.3911116137028, -47.2757241303992, 0.957903587187015, 0.0521176, null, False
"GO:0032259", "methylation", 3.24104190939111, 4.68049547519685, -0.875399763762605, 5.89337666113814, -24.0809219076239, 0.960639472392253, 0.05295655, null, False
"GO:0009404", "toxin metabolic process", 0.0684869249258849, -1.71454245475435, -8.21954838980703, 4.21832539660967, -17.8538719643218, 0.933827771773107, 0.06163214, null, False
"GO:0009698", "phenylpropanoid metabolic process", 0.0551466612841603, null, null, 4.12424330894665, -5.61978875828839, 0.895584046362263, 0.76482443, 9404, True
"GO:0019684", "photosynthesis, light reaction", 0.0900882089718327, 0.96809825244866, -1.30021398844568, 4.33737938369582, -22.5528419686578, 0.924607244816332, 0.06329495, null, False
"GO:0010207", "photosystem II assembly", 0.00740343202725524, null, null, 3.2523675144599, -11.4089353929735, 0.884762458719483, 0.738841, 19684, True
"GO:0009773", "photosynthetic electron transport in photosystem I", 0.00746971905156194, null, null, 3.25623653320592, -7.06550154875643, 0.934429905554192, 0.73923979, 19684, True
"GO:0019253", "reductive pentose-phosphate cycle", 0.0102496311334244, null, null, 3.39357520326959, -2.4089353929735, 0.882378475378921, 0.75367901, 19684, True
"GO:0019685", "photosynthesis, dark reaction", 0.0178229236604656, null, null, 3.63377134608256, -2.22914798835786, 0.878141819125759, 0.78033159, 19684, True
"GO:0009767", "photosynthetic electron transport chain", 0.0301025949132829, null, null, 3.86135516019326, -10.1191864077192, 0.928498766712791, 0.80738052, 19684, True
"GO:0009765", "photosynthesis, light harvesting", 0.024592486017788, null, null, 3.77356704892606, -4.42021640338319, 0.93030736730324, 0.85338998, 19684, True
"GO:0009772", "photosynthetic electron transport in photosystem II", 0.012590391679255, null, null, 3.48287358360875, -1.60205999132796, 0.93224086750783, 0.87716125, 19684, True
"GO:0006629", "lipid metabolic process", 4.38816786559179, -1.07489585098084, -8.15660231973376, 6.02497510193756, -18.0268721464003, 0.931151813124545, 0.06626082, null, False
"GO:0015979", "photosynthesis", 0.220404355819798, 4.68053662069803, -1.6441191571117, 4.72591979564844, -30.602059991328, 0.946885357946372, 0.06940599, null, False
"GO:0044281", "small molecule metabolic process", 15.7742278866694, -0.230712289917142, 7.24173837316622, 6.58063968388223, -227.744727494897, 0.951348429969964, 0.07005129, null, False
"GO:0043094", "cellular metabolic compound salvage", 0.337185520892137, 3.42191397666835, 1.17512493909834, 4.91056571247991, -48.1739251972992, 0.944871104916205, 0.07274362, null, False
"GO:0006081", "cellular aldehyde metabolic process", 0.427663166131772, 6.27567663666593, -3.85393594395942, 5.01379751314532, -21.0861861476163, 0.941324143977235, 0.07475337, null, False
"GO:0009056", "catabolic process", 6.08639171306137, 5.67661603547945, -3.01229482387993, 6.16705165435719, -152.744727494897, 0.957447429466795, 0.07498398, null, False
"GO:0044106", "cellular amine metabolic process", 0.494269196742954, -7.66012510175094, 1.41126574945586, 5.07665864506939, -66.4436974992327, 0.874278617091989, 0.07603251, null, False
"GO:0042402", "cellular biogenic amine catabolic process", 0.116723163926071, null, null, 4.44986392471814, -7.38721614328026, 0.839732617402024, 0.84700239, 44106, True
"GO:0009310", "amine catabolic process", 0.12021980445825, null, null, 4.46268244249301, -16.1135092748275, 0.861732787724289, 0.84907999, 44106, True
"GO:0006595", "polyamine metabolic process", 0.126662074633058, null, null, 4.48535226124114, -4.01772876696043, 0.887184621664207, 0.85277934, 44106, True
"GO:0009309", "amine biosynthetic process", 0.33716894913606, null, null, 4.91054436781887, -47.2757241303992, 0.84410780003512, 0.92866638, 44106, True
"GO:0006576", "cellular biogenic amine metabolic process", 0.46467204039001, null, null, 5.04984187270306, -6.85387196432176, 0.874480802504937, 0.95655285, 44106, True
"GO:0006569", "tryptophan catabolic process", 0.107384979376864, null, null, 4.4136517520637, -2.61978875828839, 0.748149349608356, 0.98833048, 44106, True
"GO:0046218", "indolalkylamine catabolic process", 0.107384979376864, null, null, 4.4136517520637, -2.61978875828839, 0.81766717910497, 0.99883532, 44106, True
"GO:0046939", "nucleotide phosphorylation", 0.583914111239736, -2.35466762508907, -7.64882626253405, 5.14904351130471, -1.4089353929735, 0.907566516451285, 0.07756075, null, False
"GO:0044272", "sulfur compound biosynthetic process", 1.31830805353373, -2.9420866894088, -2.00304082751358, 5.50270972913814, -32.3187587626244, 0.86793335024031, 0.08600715, null, False
"GO:0016226", "iron-sulfur cluster assembly", 0.326260590698588, null, null, 4.89626159202271, -2.03151705144606, 0.85634336921445, 0.71682636, 44272, True
"GO:0000097", "sulfur amino acid biosynthetic process", 0.492102439635928, null, null, 5.07475063346543, -28.2218487496164, 0.77171171353202, 0.74737774, 44272, True
"GO:0000096", "sulfur amino acid metabolic process", 0.643269998567372, null, null, 5.19108755300455, -27.1674910872938, 0.79678917047838, 0.76873261, 44272, True
"GO:0071265", "L-methionine biosynthetic process", 0.130697297237729, null, null, 4.49897183215399, -1.45593195564972, 0.782041786622401, 0.83884586, 44272, True
"GO:0019344", "cysteine biosynthetic process", 0.135784826353268, null, null, 4.51555595094509, -26.4089353929735, 0.780214848673742, 0.84153411, 44272, True
"GO:0006535", "cysteine biosynthetic process from serine", 0.104629924929116, null, null, 4.40236456888416, -0.585026652029182, 0.784452060241139, 0.86649447, 44272, True
"GO:0006534", "cysteine metabolic process", 0.287921833015197, null, null, 4.84197230672735, -26.0506099933551, 0.790569295795422, 0.89818808, 44272, True
"GO:0009086", "methionine biosynthetic process", 0.340272010461418, null, null, 4.91452297387597, -2.45593195564972, 0.765078715902575, 0.91183201, 44272, True
"GO:0006555", "methionine metabolic process", 0.364620063077075, null, null, 4.94453695556776, -2.95860731484178, 0.787491893285515, 0.91759843, 44272, True
"GO:0050898", "nitrile metabolic process", 0.000360435694667714, 0.878184240781528, 1.31733383886202, 1.94448267215017, -1.45593195564972, 0.950280719949806, 0.08612284, null, False
"GO:0006790", "sulfur compound metabolic process", 2.48401094829637, -0.798186131402654, -8.29570701608005, 5.77784568912973, -35.602059991328, 0.93276518730274, 0.09396807, null, False
"GO:0006091", "generation of precursor metabolites and energy", 3.22936710723509, -1.32347945724672, -8.23708534269722, 5.8918094337341, -102.236572006437, 0.930739061800408, 0.09771439, null, False
"GO:0009820", "alkaloid metabolic process", 0.0166504719180407, -0.820684886518786, 2.73807205599262, 3.60422605308447, -24.1249387366083, 0.93719292677468, 0.10968391, null, False
"GO:0005975", "carbohydrate metabolic process", 5.93663689633546, -0.282439488812283, 1.84212279370113, 6.15623224910857, -109.568636235841, 0.928560608859255, 0.11691868, null, False
"GO:0015994", "chlorophyll metabolic process", 0.0546536515408792, -8.05583211682151, 0.45740013089519, 4.12034356243803, -8.76955107862173, 0.890948701549108, 0.11985162, null, False
"GO:0033014", "tetrapyrrole biosynthetic process", 0.832875745718666, null, null, 5.30327383454189, -8.3767507096021, 0.82171829460115, 0.76640678, 15994, True
"GO:0006779", "porphyrin-containing compound biosynthetic process", 0.517527656396569, null, null, 5.09662849896338, -8.60205999132796, 0.828896987016373, 0.93780899, 15994, True
"GO:0006778", "porphyrin-containing compound metabolic process", 0.542153285926511, null, null, 5.11681687216372, -7.95860731484177, 0.868964614370789, 0.94216611, 15994, True
"GO:0080028", "nitrile biosynthetic process", 0.000348006877610207, -1.83457376912801, 0.455878430848864, 1.92941892571429, -1.85387196432176, 0.91165449774013, 0.13519509, null, False
"GO:0044237", "cellular metabolic process", 51.5163612533451, -1.72523021216777, 4.07879152639836, 7.09463667404107, -154.38721614328, 0.934130852648532, 0.13878877, null, False
"GO:0009308", "amine metabolic process", 0.586462018736525, -5.69762497259593, 4.93779918935164, 5.15093441808599, -63.9208187539524, 0.916549768771424, 0.14707222, null, False
"GO:0051604", "protein maturation", 0.567972081893973, -5.86890224471973, 3.34642377544315, 5.13702161589814, -9.15490195998574, 0.889316956455774, 0.14905501, null, False
"GO:0009813", "flavonoid biosynthetic process", 0.0117783756314978, -1.06819185134081, -0.632435664544867, 3.45392959205773, -0.823908740944319, 0.933791486435147, 0.15925657, null, False
"GO:0009718", "anthocyanin-containing compound biosynthetic process", 0.00333092297141198, null, null, 2.90579588036787, -0.455931955649724, 0.934423669638041, 0.9276078, 9813, True
"GO:0006575", "cellular modified amino acid metabolic process", 1.18135906131608, -7.87744624878582, 2.55757694019413, 5.45507489895714, -11.2518119729938, 0.901523836104457, 0.16045279, null, False
"GO:0009058", "biosynthetic process", 24.4296768002127, -0.938011009505007, 4.85461304029146, 6.77060925416251, -97.7447274948967, 0.947810847539439, 0.16807947, null, False
"GO:0010119", "regulation of stomatal movement", 0.00873331545240853, 3.95705502335378, 4.52927668672128, 3.32407657973949, -0.853871964321762, 0.960691648332815, 0.17260544, null, False
"GO:0034641", "cellular nitrogen compound metabolic process", 26.2084518110319, -3.90589642902568, 2.23249050093216, 6.80113289478836, -90.4089353929735, 0.891519422040658, 0.17397911, null, False
"GO:0006769", "nicotinamide metabolic process", 0.000207146950958457, -7.83530801832068, -2.27040852845339, 1.70757017609794, -24, 0.885368182910574, 0.17409682, null, False
"GO:0046482", "para-aminobenzoic acid metabolic process", 0.000509581499357803, -7.17700808716885, -3.49322194814485, 2.09342168516224, -2.69897000433602, 0.86204686964797, 0.18333225, null, False
"GO:0019217", "regulation of fatty acid metabolic process", 0.0208141256323057, 3.54694559131009, 5.3660066968163, 3.70113606609253, -0.886056647693163, 0.953929548758687, 0.185067, null, False
"GO:0010310", "regulation of hydrogen peroxide metabolic process", 0.00213775653389127, 4.1191577478832, 5.07914385983665, 2.71349054309394, -0.744727494896694, 0.960185210425412, 0.18940464, null, False
"GO:0048580", "regulation of post-embryonic development", 0.0275588303555131, 1.54804154032947, 6.02055783150904, 3.82301752344605, -2.60205999132796, 0.955018082883093, 0.18948847, null, False
"GO:0001510", "RNA methylation", 0.8507566705254, -6.42223147887884, 1.72905708621498, 5.3124989369668, -34.5528419686578, 0.833654713775251, 0.19612361, null, False
"GO:0043414", "macromolecule methylation", 1.50020793410937, null, null, 5.55884411644065, -23.8239087409443, 0.894458979703085, 0.74012842, 1510, True
"GO:0006479", "protein methylation", 0.432017395040919, null, null, 5.01819685778049, -2.67778070526608, 0.875814926755605, 0.81019672, 1510, True
"GO:0034968", "histone lysine methylation", 0.103101180431043, null, null, 4.39597254779499, -2.46852108295775, 0.887092824668211, 0.87990292, 1510, True
"GO:0016571", "histone methylation", 0.119034923898767, null, null, 4.45838097285678, -2.95860731484178, 0.888429480507939, 0.89028622, 1510, True
"GO:0043170", "macromolecule metabolic process", 34.4366477094063, -2.34006155322848, 3.68829170512103, 6.9197123791267, -65.7958800173441, 0.922817748374057, 0.20144838, null, False
"GO:0010109", "regulation of photosynthesis", 0.0077845824170188, 3.81813457319718, 5.19991899110911, 3.27415784926368, -0.638272163982407, 0.956920138232599, 0.20305072, null, False
"GO:0043476", "pigment accumulation", 0.00207561244860373, 1.79055392490665, -5.27344457322422, 2.70070371714502, -3.55284196865778, 0.932097020805243, 0.20643138, null, False
"GO:0042435", "indole-containing compound biosynthetic process", 0.210896310770805, -6.32371811993143, 0.0435107393813194, 4.70676897316823, -4.23657200643706, 0.836505258589747, 0.21950161, null, False
"GO:0042436", "indole-containing compound catabolic process", 0.107451266401171, null, null, 4.41391974203365, -2.88605664769316, 0.826902747438085, 0.8810046, 42435, True
"GO:0006568", "tryptophan metabolic process", 0.314863365456854, null, null, 4.88081930664427, -2.4089353929735, 0.772548501751558, 0.96044947, 42435, True
"GO:0006586", "indolalkylamine metabolic process", 0.314871651334892, null, null, 4.88083073514568, -2.4089353929735, 0.856772233843087, 0.9938605, 42435, True
"GO:0006833", "water transport", 0.0158715993824369, 5.9091434724442, 3.02685096374807, 3.58342550040651, -24.3565473235138, 0.967716152772197, 0.22123952, null, False
"GO:0042044", "fluid transport", 0.0177566366361589, 5.79975106907131, 1.15011406330386, 3.63215348351063, -24.3565473235138, 0.967462164282306, 0.22320998, null, False
"GO:0046483", "heterocycle metabolic process", 21.6400578122282, -1.86953216427386, 2.45263553928296, 6.71794995894547, -65.267606240177, 0.910776241884805, 0.22411849, null, False
"GO:0006725", "cellular aromatic compound metabolic process", 21.6625912575535, -2.09561303986271, 2.66864114899982, 6.71840194745814, -20.4948500216801, 0.910761745859199, 0.22419979, null, False
"GO:0040008", "regulation of growth", 0.170660087016634, 1.66090599358619, 4.54966894495423, 4.61483396465813, -0.468521082957745, 0.953052020531685, 0.22429857, null, False
"GO:0031408", "oxylipin biosynthetic process", 0.0117700897534595, -5.94282350924583, -3.76336412421914, 3.45362407359145, -5.55284196865778, 0.850430034765056, 0.22495529, null, False
"GO:0010817", "regulation of hormone levels", 0.198823786468946, 1.78480650171901, 5.94064454686444, 4.6811688489294, -15.0861861476163, 0.934749733977354, 0.22780433, null, False
