Id,label,value,log_size,uniqueness,dispensability,queryitem,pvalue
334,hormone metabolic process,-10.638,4.459,0.902,0.533,82,6E-13
287,developmental maturation,-10.854,4.232,0.939,0.634,82,3.4E-13
435,plant-type cell wall organization or biogenesis,-4.602,4.127,0.983,0.01,83,0.0000011
95,chromatin organization,-2.444,5.157,0.92,0.616,84,0.0002
433,protein modification by small protein conjugation or removal,-7.066,5.501,0.866,0.426,85,0.000000003
192,response to light intensity,-14.585,3.416,0.913,0.611,85,5.3E-17
402,regulation of response to stimulus,-1.046,5.493,0.944,0.282,86,0.0066
333,pigment metabolic process,-10.018,5.201,0.967,0.043,86,2.6E-12
187,systemic acquired resistance,-6.569,3.493,0.915,0.649,87,9.8E-09
90,pentose-phosphate shunt,-24.292,4.701,0.862,0.545,89,6.8E-27
116,NADP metabolic process,-24.367,4.821,0.969,0.039,90,5.8E-27
386,nicotinamide nucleotide metabolic process,-24,4.949,0.776,0.699,91,1.4E-26
120,nicotinamide metabolic process,-24,1.699,0.885,0.174,91,1.4E-26
438,proteasome core complex assembly,-37.553,2.369,0.946,0.329,92,2.8E-40
206,alkaloid metabolic process,-24.125,3.604,0.937,0.11,94,1E-26
352,cellular amide metabolic process,-25,6.222,0.875,0.266,95,1.3E-27
265,peptidyl-amino acid modification,-3.469,5.815,0.856,0.55,95,0.000016
415,chromosome organization,-1.125,5.66,0.912,0.697,96,0.0055
425,membrane organization,-6.252,5.114,0.928,0.576,99,0.000000021
413,regulation of multicellular organismal process,-2.432,5.125,0.948,0.254,99,0.00021
161,serine family amino acid biosynthetic process,-27.18,4.93,0.779,0.678,99,8E-30
142,cell cycle,-0.854,5.619,0.987,0.015,99,0.011
213,epidermal cell differentiation,-9.456,4.016,0.927,0.694,100,1E-11
153,epidermis development,-9.367,4.167,0.935,0.648,100,1.3E-11
145,ectoderm development,-9.367,2.81,0.946,0.51,100,1.3E-11
101,protein folding,-16.745,5.343,0.988,0.014,100,3.3E-19
278,organophosphate metabolic process,-9.06,6.194,0.879,0.563,101,2.6E-11
252,rRNA metabolic process,-19.125,5.474,0.845,0.606,103,1.3E-21
73,RNA methylation,-34.553,5.312,0.834,0.196,103,2.9E-37
400,positive regulation of cellular process,-2.071,5.667,0.923,0.31,108,0.00051
336,homeostatic process,-11,5.355,0.926,0.634,108,2.6E-13
195,plastid organization,-15.959,4.038,0.935,0.445,108,2E-18
66,response to reactive oxygen species,-20.31,4.584,0.883,0.525,108,7.8E-23
84,cellular aldehyde metabolic process,-21.086,5.014,0.941,0.075,109,1.2E-23
392,Golgi vesicle transport,-22.602,4.936,0.946,0.293,111,3.6E-25
179,RNA modification,-15.854,5.666,0.826,0.643,111,2.6E-18
280,"photosynthesis, light reaction",-22.553,4.337,0.925,0.063,112,4E-25
422,response to misfolded protein,-40.237,3.564,0.907,0.441,113,5.4E-43
139,Golgi organization,-42.77,4.117,0.935,0.452,114,1.6E-45
235,regulation of hormone levels,-15.086,4.681,0.935,0.228,115,1.6E-17
151,isoprenoid biosynthetic process,-13.921,5.109,0.854,0.677,115,2.6E-16
208,photorespiration,-47.276,3.391,0.958,0.052,116,4.6E-50
381,carboxylic acid catabolic process,-19.357,5.414,0.765,0.684,117,7.2E-22
136,cytoskeleton organization,-13.022,5.29,0.919,0.605,117,2.1E-15
113,isoprenoid metabolic process,-13.721,5.141,0.894,0.683,118,4E-16
406,regulation of developmental process,-2.959,5.497,0.944,0.282,120,0.000054
337,defense response to bacterium,-21.222,4.458,0.902,0.487,120,9.1E-24
160,serine family amino acid metabolic process,-32.959,5.193,0.798,0.512,120,1.2E-35
398,positive regulation of biological process,-2.523,5.707,0.941,0.314,123,0.00016
344,cellular metabolic compound salvage,-48.174,4.911,0.945,0.073,124,5.5E-51
291,root system development,-11.745,3.838,0.93,0.608,126,4.1E-14
356,glucan metabolic process,-21.824,4.985,0.884,0.507,128,2.2E-24
434,cell wall organization or biogenesis,-2.721,5.486,0.987,0.014,132,0.0001
319,ncRNA metabolic process,-21.276,5.973,0.828,0.578,135,7.9E-24
276,aromatic compound biosynthetic process,-10.886,6.314,0.83,0.58,135,3.2E-13
396,seed development,-10.824,3.936,0.916,0.619,137,3.7E-13
440,regulation of anatomical structure size,-10.658,4.729,0.934,0.64,144,5.7E-13
307,regulation of cellular component size,-10.658,4.625,0.872,0.549,144,5.7E-13
399,negative regulation of biological process,-0.824,5.79,0.94,0.322,146,0.011
244,photosynthesis,-30.602,4.726,0.947,0.069,148,2.8E-33
302,methylation,-24.081,5.893,0.961,0.053,153,1.1E-26
115,one-carbon metabolic process,-23.699,4.948,0.856,0.299,157,2.8E-26
130,immune response,-7.292,4.956,0.925,0.32,160,1.7E-09
75,immune system process,-7.292,5.15,1,0,160,1.7E-09
369,sulfur compound biosynthetic process,-32.319,5.503,0.868,0.086,161,5.2E-35
323,growth,-9.398,4.445,1,0,165,1.2E-11
132,response to oxidative stress,-26.678,5.143,0.91,0.459,165,2.6E-29
78,polysaccharide metabolic process,-18.886,5.449,0.883,0.617,165,2.2E-21
256,vesicle-mediated transport,-26,5.533,0.941,0.342,166,1.3E-28
178,response to cold,-25.155,3.971,0.9,0.662,169,9.1E-28
125,cation transport,-16.347,5.931,0.936,0.406,172,8.5E-19
182,response to external stimulus,-10.854,5.649,0.917,0.467,189,3.4E-13
124,ion transport,-18.174,6.096,0.946,0.598,207,1.2E-20
88,pyruvate metabolic process,-70.921,5.287,0.815,0.525,213,5.1E-74
114,cellular aromatic compound metabolic process,-20.495,6.718,0.911,0.224,215,5.1E-23
201,response to endogenous stimulus,-4.602,5.149,0.925,0.334,219,0.0000011
154,lipid biosynthetic process,-19.252,5.823,0.852,0.269,230,9.3E-22
312,cellular response to stress,-14.387,5.87,0.882,0.671,253,8.7E-17
168,nucleotide metabolic process,-68.721,5.985,0.732,0.456,271,8.5E-72
368,cellular nitrogen compound biosynthetic process,-57.658,6.53,0.824,0.619,272,1.4E-60
105,proteolysis,-47.854,6.145,0.869,0.549,275,1.2E-50
239,protein transport,-39.678,5.815,0.923,0.371,290,2.1E-42
194,response to salt stress,-73.42,3.881,0.901,0.653,300,1.6E-76
380,carboxylic acid biosynthetic process,-47.678,6.022,0.756,0.657,303,1.8E-50
371,cellular carbohydrate catabolic process,-105.854,4.81,0.84,0.579,303,3.5E-109
109,lipid metabolic process,-18.027,6.025,0.931,0.066,306,1.7E-20
61,reproduction,-6.481,5.293,1,0,306,0.000000012
131,response to osmotic stress,-74.244,4.134,0.899,0.258,312,2.2E-77
359,cellular amine metabolic process,-66.444,5.077,0.874,0.076,316,1.6E-69
283,secondary metabolic process,-46.553,4.918,0.969,0.039,321,2.5E-49
428,regulation of biological quality,-27.678,5.84,0.942,0,326,2.5E-30
174,amine metabolic process,-63.921,5.151,0.917,0.147,326,6.6E-67
384,heterocycle metabolic process,-65.268,6.718,0.911,0.224,327,2.7E-68
249,carbohydrate biosynthetic process,-61.921,5.461,0.86,0.619,328,6.4E-65
217,response to metal ion,-115.886,4.457,0.896,0.513,334,2.7E-119
89,generation of precursor metabolites and energy,-102.237,5.892,0.931,0.098,339,1.8E-105
311,macromolecule localization,-38.319,5.933,0.949,0.391,343,4.8E-41
275,hexose metabolic process,-128.721,5.227,0.808,0.319,352,1.8E-132
421,cellular response to stimulus,-14.161,6.427,0.887,0.654,360,1.4E-16
390,intracellular transport,-56.022,5.661,0.91,0.015,372,6.4E-59
184,response to biotic stimulus,-43.215,5.261,0.923,0.417,378,5.4E-46
419,cellular localization,-55.921,5.768,0.939,0.353,401,8.2E-59
308,monocarboxylic acid metabolic process,-69.854,5.82,0.8,0.371,414,5.8E-73
82,monosaccharide metabolic process,-142.056,5.352,0.813,0.551,420,5.8E-146
347,macromolecule modification,-8.638,6.434,0.91,0.367,424,7.2E-11
250,RNA metabolic process,-2.469,6.289,0.819,0.596,426,0.00019
216,response to inorganic substance,-110.509,4.855,0.904,0,426,6.9E-114
317,cellular nitrogen compound metabolic process,-90.409,6.801,0.892,0.174,440,1.3E-93
215,response to organic substance,-28.959,5.422,0.893,0.624,473,1.2E-31
83,alcohol metabolic process,-137.638,5.306,0.838,0.044,485,1.8E-141
133,organelle organization,-66.292,5.996,0.913,0.017,492,2.4E-69
373,small molecule biosynthetic process,-89.745,6.19,0.802,0.606,520,6.4E-93
232,gene expression,-4.602,6.449,0.91,0.371,557,0.0000011
405,regulation of biological process,-2.387,6.72,0.927,0.438,578,0.00024
365,cellular carbohydrate metabolic process,-125.013,5.576,0.884,0.601,579,1.2E-128
305,multicellular organismal process,-19.222,5.794,1,0,579,1E-21
306,developmental process,-21.678,5.772,1,0,600,3.2E-24
85,organic acid metabolic process,-116.495,6.347,0.798,0.555,616,5.4E-120
327,cellular ketone metabolic process,-117,5.052,0.851,0.307,620,1.6E-120
77,carbohydrate metabolic process,-109.569,6.156,0.929,0.117,624,6.1E-113
157,macromolecule biosynthetic process,-5.721,6.428,0.859,0.579,625,0.000000075
123,transport,-56.027,6.638,0.936,0.553,671,6.3E-59
188,response to abiotic stimulus,-107.824,5.163,0.925,0.314,679,3.7E-111
362,cellular catabolic process,-151.553,6.015,0.861,0,684,1.6E-155
155,catabolic process,-152.745,6.167,0.957,0.075,701,8.5E-157
412,localization,-57.071,6.657,1,0,705,5.3E-60
427,biological regulation,-12.071,6.752,1,0,774,1.9E-14
366,cellular protein metabolic process,-54.959,6.566,0.838,0.439,815,7.4E-58
129,response to stress,-90.347,6.061,0.91,0.537,837,1.6E-93
277,protein metabolic process,-61.377,6.68,0.859,0.292,890,2.3E-64
122,nitrogen compound metabolic process,-60.409,7.039,0.942,0.24,940,2.2E-63
372,small molecule metabolic process,-227.745,6.581,0.951,0.07,1133,1.7E-232
407,response to stimulus,-116.959,6.52,1,0,1181,1.8E-120
364,cellular macromolecule metabolic process,-59.301,6.79,0.88,0.469,1261,2.9E-62
363,cellular biosynthetic process,-90.886,6.74,0.855,0.42,1272,4.2E-94
156,biosynthetic process,-97.745,6.771,0.948,0.168,1317,5.7E-101
345,macromolecule metabolic process,-65.796,6.92,0.923,0.201,1351,7.6E-69
361,primary metabolic process,-126.77,7.081,0.94,0.257,1783,1.9E-130
360,cellular metabolic process,-154.387,7.095,0.934,0.139,1831,1.2E-158
147,metabolic process,-152.886,7.18,1,0,2022,4.9E-157
214,cellular process,-169.469,7.275,1,0,2125,6.5E-174
424,nucleobase-containing small molecule metabolic process,-73.495,6.089,0.777,0.58,0,1
397,shoot system development,-2.523,4.219,0.926,0.654,0,1
388,response to arsenic-containing substance,-0.337,3.695,0.92,0.45,0,1
355,protein-containing complex subunit organization,-55.244,5.605,0.92,0.665,0,1
351,protein acylation,-0.337,4.694,0.887,0.354,0,1
346,regulation of protein-containing complex disassembly,-1.301,4.712,0.946,0.229,0,1
339,plastid transcription,-0.409,2.825,0.872,0.439,0,1
335,pteridine-containing compound metabolic process,-2.036,5.109,0.874,0.24,0,1
332,ethanolamine-containing compound metabolic process,-0.432,3.03,0.856,0.666,0,1
331,indole-containing compound biosynthetic process,-4.237,4.707,0.837,0.22,0,1
330,indole-containing compound metabolic process,-4.092,4.888,0.878,0.228,0,1
329,response to chemical,-93.131,5.932,0.912,0.406,0,1
328,cellular modified amino acid catabolic process,-6.77,4.39,0.864,0.524,0,1
322,intracellular signal transduction,-3.31,5.968,0.837,0.544,0,1
321,regulation of protein dephosphorylation,-3.745,4.15,0.945,0.651,0,1
318,nucleobase-containing compound biosynthetic process,-3.481,6.188,0.795,0.542,0,1
316,cellular protein-containing complex assembly,-52.854,5.448,0.911,0.634,0,1
315,protein localization to nucleus,-7.201,4.426,0.921,0.674,0,1
314,nucleobase-containing small molecule biosynthetic process,-3.481,4.918,0.772,0.636,0,1
269,ether metabolic process,-2.292,4.323,0.879,0.263,0,1
262,protein nitrosylation,-5.137,2.307,0.922,0.236,0,1
246,"energy coupled proton transmembrane transport, against electrochemical gradient",-4.921,3.907,0.947,0.495,0,1
238,response to organic cyclic compound,-0.721,4.577,0.9,0.585,0,1
227,animal organ senescence,-0.387,1.623,0.946,0.43,0,1
202,response to sucrose,-20,3.321,0.902,0.653,0,1
164,branched-chain amino acid biosynthetic process,-3.602,5.014,0.784,0.693,0,1
163,branched-chain amino acid metabolic process,-5.456,5.056,0.809,0.52,0,1
149,protein alkylation,-2.678,5.018,0.88,0.447,0,1
144,multicellular organism development,-20.149,5.576,0.912,0,0,1
121,sulfur compound metabolic process,-35.602,5.778,0.933,0.094,0,1
106,cellular modified amino acid metabolic process,-11.252,5.455,0.902,0.16,0,1
103,protein glycosylation,-3.292,5.096,0.816,0.455,0,1
102,protein dephosphorylation,-2.194,5.206,0.846,0.467,0,1
97,"DNA-templated transcription, elongation",-7.886,4.312,0.839,0.391,0,1
93,nucleobase-containing compound metabolic process,-26.367,6.656,0.825,0.491,0,1
71,endonucleolytic cleavage involved in rRNA processing,-1.824,3.561,0.846,0.364,0,1
70,cleavage involved in rRNA processing,-1.699,4.021,0.834,0.589,0,1
